Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2020S001058;17/01/2020;8:15;AUTOV. M-30, SALIDA A LAS TABLAS CENTRO COMERCIAL;-;CIUDAD LINEAL;Alcance;Se desconoce;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14
2020S001334;17/01/2020;7:50;CALL. TITAN / CALL. EROS;-;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S001430;17/01/2020;7:50;AUTOV. M-30, +01400E;-;USERA;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;05
2020S001233;17/01/2020;7:35;AUTOV. M-30, KM 2,100 CALZADA 1 LATERAL;-;CHAMARTÍN;Colisión lateral;Despejado;Autobús;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S001233;17/01/2020;7:35;AUTOV. M-30, KM 2,100 CALZADA 1 LATERAL;-;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2020S001037;17/01/2020;7:00;AUTOV. M-30, CALZADA 2 CENTRAL BAJO PUENTE VENTAS;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S001037;17/01/2020;7:00;AUTOV. M-30, CALZADA 2 CENTRAL BAJO PUENTE VENTAS;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S001037;17/01/2020;7:00;AUTOV. M-30, CALZADA 2 CENTRAL BAJO PUENTE VENTAS;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S001027;17/01/2020;4:45;CALL. ARGUMOSA / CALL. ARGUMOSA;-;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S001027;17/01/2020;4:45;CALL. ARGUMOSA / CALL. ARGUMOSA;-;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S001021;17/01/2020;3:47;CALL. ALCALA / FUENT. CIBELES;-;CENTRO;Atropello a persona;Despejado;Motocicleta > 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S001021;17/01/2020;3:47;CALL. ALCALA / FUENT. CIBELES;-;CENTRO;Atropello a persona;Despejado;Motocicleta > 125cc;Peatón;DE 35 A 39 AÑOS;Hombre;07
2020S001644;17/01/2020;3:20;CALL. ATOCHA;125;CENTRO;Colisión fronto-lateral;;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2020S001644;17/01/2020;3:20;CALL. ATOCHA;125;CENTRO;Colisión fronto-lateral;;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2020S001644;17/01/2020;3:20;CALL. ATOCHA;125;CENTRO;Colisión fronto-lateral;;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S001017;17/01/2020;2:32;CALL. SANTA TERESA / PLAZA. SANTA BARBARA;-;CENTRO;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;01
2020S001019;17/01/2020;2:20;CALL. ALCALA / PLAZA. CIBELES;-;RETIRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;05
2020S001019;17/01/2020;2:20;CALL. ALCALA / PLAZA. CIBELES;-;RETIRO;Caída;Despejado;Motocicleta hasta 125cc;Peatón;DE 45 A 49 AÑOS;Mujer;07
2020S001013;17/01/2020;1:45;CALL. MARUJA GARCIA ROMERO;7;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;
2020S001013;17/01/2020;1:45;CALL. MARUJA GARCIA ROMERO;7;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S001013;17/01/2020;1:45;CALL. MARUJA GARCIA ROMERO;7;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S001014;17/01/2020;0:45;MARUJA GARCIA ROMERO;-;PUENTE DE VALLECAS;;;;;DESCONOCIDA;;
2020S001012;17/01/2020;0:05;CALL. LONDRES;38;SALAMANCA;Otro;Despejado;Maquinaria de obras;Conductor;DE 25 A 29 AÑOS;Hombre;
2020S001012;17/01/2020;0:05;CALL. LONDRES;38;SALAMANCA;Otro;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S001339;18/01/2020;23:50;AUTOV. M-30, +03100I P.K. 31,400;-;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2020S001298;18/01/2020;23:45;AVDA. CANILLEJAS A VICALVARO;193;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;14
2020S001298;18/01/2020;23:45;AVDA. CANILLEJAS A VICALVARO;193;SAN BLAS-CANILLEJAS;Alcance;Despejado;Ciclomotor;Conductor;DE 35 A 39 AÑOS;Hombre;06
2020S001291;18/01/2020;23:10;CALL. MAQUEDA / CALL. ESCALONA;-;LATINA;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S001291;18/01/2020;23:10;CALL. MAQUEDA / CALL. ESCALONA;-;LATINA;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S001292;18/01/2020;23:05;CALL. EMBAJADORES / CALL. SEBASTIAN ELCANO;-;ARGANZUELA;Atropello a persona;Lluvia débil;Camión rígido;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S001292;18/01/2020;23:05;CALL. EMBAJADORES / CALL. SEBASTIAN ELCANO;-;ARGANZUELA;Atropello a persona;Lluvia débil;Camión rígido;Peatón;DE 70 A 74 AÑOS;Hombre;03
2020S001292;18/01/2020;23:05;CALL. EMBAJADORES / CALL. SEBASTIAN ELCANO;-;ARGANZUELA;Atropello a persona;Lluvia débil;Camión rígido;Pasajero;DE 45 A 49 AÑOS;Hombre;14
2020S001293;18/01/2020;22:50;CALL. BOLTAÑA / CALL. TORRE ARIAS;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S001293;18/01/2020;22:50;CALL. BOLTAÑA / CALL. TORRE ARIAS;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;07
2020S001392;18/01/2020;22:44;AVDA. MONASTERIO DE EL ESCORIAL / CALL. MONASTERIO DE POYO;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S001392;18/01/2020;22:44;AVDA. MONASTERIO DE EL ESCORIAL / CALL. MONASTERIO DE POYO;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Maquinaria de obras;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S001613;18/01/2020;22:40;AVDA. VENTISQUERO DE LA CONDESA;42;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DESCONOCIDA;;
2020S001613;18/01/2020;22:40;AVDA. VENTISQUERO DE LA CONDESA;42;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DESCONOCIDA;;
2020S001381;18/01/2020;22:10;CALL. LABRADOR / PASEO. ESPERANZA;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S001381;18/01/2020;22:10;CALL. LABRADOR / PASEO. ESPERANZA;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S001387;18/01/2020;22:05;RONDA. SEGOVIA;28;ARGANZUELA;Alcance;Lluvia débil;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S001387;18/01/2020;22:05;RONDA. SEGOVIA;28;ARGANZUELA;Alcance;Lluvia débil;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;07
2020S001367;18/01/2020;22:04;CALL. O'DONNELL / CALL. AGUIRRE;-;SALAMANCA;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;03
2020S001388;18/01/2020;21:30;CALL. AYACUCHO;8;HORTALEZA;Alcance;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S001388;18/01/2020;21:30;CALL. AYACUCHO;8;HORTALEZA;Alcance;Lluvia débil;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S001438;18/01/2020;21:20;AVDA. BRASILIA / AUTOV. M-30;-;SALAMANCA;Caída;Lluvia débil;Ciclomotor;Conductor;DE 25 A 29 AÑOS;Hombre;06
2020S001290;18/01/2020;21:10;CALL. ALBADALEJO;46;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S001288;18/01/2020;20:55;CALL. BRAVO MURILLO / CALL. AZUCENAS;-;TETUÁN;Alcance;Nublado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2020S001288;18/01/2020;20:55;CALL. BRAVO MURILLO / CALL. AZUCENAS;-;TETUÁN;Alcance;Nublado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;07
2020S001288;18/01/2020;20:55;CALL. BRAVO MURILLO / CALL. AZUCENAS;-;TETUÁN;Alcance;Nublado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2020S001289;18/01/2020;20:40;PASEO. CASTELLANA;67;CHAMBERÍ;Alcance;Lluvia débil;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S001289;18/01/2020;20:40;PASEO. CASTELLANA;67;CHAMBERÍ;Alcance;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S001289;18/01/2020;20:40;PASEO. CASTELLANA;67;CHAMBERÍ;Alcance;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S001445;18/01/2020;19:49;CALL. ALCALA;380;CIUDAD LINEAL;Otro;Lluvia débil;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14
2020S001445;18/01/2020;19:49;CALL. ALCALA;380;CIUDAD LINEAL;Otro;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S001378;18/01/2020;19:35;CALL. SEGOVIA / PASEO. VIRGEN DEL PUERTO;-;ARGANZUELA;Caída;Lluvia débil;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Mujer;07
2020S001323;18/01/2020;19:35;AUTOV. M-30, KM 30,800 CALZADA 1;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2020S001323;18/01/2020;19:35;AUTOV. M-30, KM 30,800 CALZADA 1;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S001323;18/01/2020;19:35;AUTOV. M-30, KM 30,800 CALZADA 1;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S001285;18/01/2020;18:55;BULEV. JOSE PRAT;35;VICÁLVARO;Otro;Lluvia débil;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S001285;18/01/2020;18:55;BULEV. JOSE PRAT;35;VICÁLVARO;Otro;Lluvia débil;Turismo;Conductor;DESCONOCIDA;;
2020S001278;18/01/2020;18:50;CALL. VITRUVIO / PASEO. CASTELLANA;-;CHAMARTÍN;Atropello a persona;Lluvia débil;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14
2020S001278;18/01/2020;18:50;CALL. VITRUVIO / PASEO. CASTELLANA;-;CHAMARTÍN;Atropello a persona;Lluvia débil;Turismo;Peatón;DE 40 A 44 AÑOS;Hombre;07
2020S001278;18/01/2020;18:50;CALL. VITRUVIO / PASEO. CASTELLANA;-;CHAMARTÍN;Atropello a persona;Lluvia débil;Turismo;Peatón;DE 30 A 34 AÑOS;Mujer;03
2020S001278;18/01/2020;18:50;CALL. VITRUVIO / PASEO. CASTELLANA;-;CHAMARTÍN;Atropello a persona;Lluvia débil;Turismo;Peatón;DE 0 A 5 AÑOS;Mujer;02
2020S001278;18/01/2020;18:50;CALL. VITRUVIO / PASEO. CASTELLANA;-;CHAMARTÍN;Atropello a persona;Lluvia débil;Turismo;Peatón;DE 0 A 5 AÑOS;Hombre;03
2020S001363;18/01/2020;18:45;CALL. VIA LUSITANA / AVDA. POBLADOS;-;CARABANCHEL;Alcance;Lluvia débil;Furgoneta;Conductor;DE 45 A 49 AÑOS;Mujer;14
2020S001363;18/01/2020;18:45;CALL. VIA LUSITANA / AVDA. POBLADOS;-;CARABANCHEL;Alcance;Lluvia débil;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S001363;18/01/2020;18:45;CALL. VIA LUSITANA / AVDA. POBLADOS;-;CARABANCHEL;Alcance;Lluvia débil;Turismo;Pasajero;DE 65 A 69 AÑOS;Mujer;07
2020S001276;18/01/2020;18:20;AVDA. MEMORIA;3;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2020S001276;18/01/2020;18:20;AVDA. MEMORIA;3;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Lluvia débil;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;
2020S001272;18/01/2020;17:10;CALL. SERRANO / CALL. ARMADA ESPAÑOLA;-;SALAMANCA;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S001282;18/01/2020;16:49;AVDA. CAMPUS SUR;3;PUENTE DE VALLECAS;Solo salida de la vía;Lluvia débil;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S001282;18/01/2020;16:49;AVDA. CAMPUS SUR;3;PUENTE DE VALLECAS;Solo salida de la vía;Lluvia débil;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;02
2020S001282;18/01/2020;16:49;AVDA. CAMPUS SUR;3;PUENTE DE VALLECAS;Solo salida de la vía;Lluvia débil;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;14
2020S001269;18/01/2020;16:35;AVDA. ALBUFERA / CALL. BUSTOS;-;PUENTE DE VALLECAS;Caída;Lluvia débil;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14
2020S001269;18/01/2020;16:35;AVDA. ALBUFERA / CALL. BUSTOS;-;PUENTE DE VALLECAS;Caída;Lluvia débil;Ciclomotor;Conductor;DE 30 A 34 AÑOS;Hombre;06
2020S001271;18/01/2020;16:00;CALL. SEGOVIA;15;CENTRO;Colisión frontal;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S001271;18/01/2020;16:00;CALL. SEGOVIA;15;CENTRO;Colisión frontal;Lluvia débil;Motocicleta > 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;06
2020S001271;18/01/2020;16:00;CALL. SEGOVIA;15;CENTRO;Colisión frontal;Lluvia débil;Motocicleta > 125cc;Pasajero;DE 25 A 29 AÑOS;Mujer;14
2020S001386;18/01/2020;15:55;CALL. DUQUESA DE PARCENT;32;LATINA;Colisión lateral;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;01
2020S001386;18/01/2020;15:55;CALL. DUQUESA DE PARCENT;32;LATINA;Colisión lateral;Lluvia débil;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14
2020S001437;18/01/2020;15:55;CALL. FRANCISCO VILLAESPESA;7;CIUDAD LINEAL;Alcance;Lluvia débil;Turismo;Conductor;DESCONOCIDA;;14
2020S001437;18/01/2020;15:55;CALL. FRANCISCO VILLAESPESA;7;CIUDAD LINEAL;Alcance;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;07
2020S001364;18/01/2020;15:40;AVDA. PESETA;71;CARABANCHEL;Atropello a persona;Lluvia débil;;Conductor;DESCONOCIDA;;
2020S001364;18/01/2020;15:40;AVDA. PESETA;71;CARABANCHEL;Atropello a persona;Lluvia débil;;Peatón;DE 21 A 24 AÑOS;Hombre;06
2020S001362;18/01/2020;15:15;AUTOV. A-3, +00400E;-;MORATALAZ;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S001261;18/01/2020;15:10;CALL. SINESIO DELGADO;84;MONCLOA-ARAVACA;Colisión frontal;Lluvia débil;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;02
2020S001261;18/01/2020;15:10;CALL. SINESIO DELGADO;84;MONCLOA-ARAVACA;Colisión frontal;Lluvia débil;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;02
2020S001261;18/01/2020;15:10;CALL. SINESIO DELGADO;84;MONCLOA-ARAVACA;Colisión frontal;Lluvia débil;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;03
2020S001261;18/01/2020;15:10;CALL. SINESIO DELGADO;84;MONCLOA-ARAVACA;Colisión frontal;Lluvia débil;Turismo;Pasajero;DE 35 A 39 AÑOS;Hombre;02
2020S001261;18/01/2020;15:10;CALL. SINESIO DELGADO;84;MONCLOA-ARAVACA;Colisión frontal;Lluvia débil;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;02
2020S001361;18/01/2020;15:00;PLAZA. CORREGIDOR CONDE DE MACEDA Y TABOADA / CALL. PICO DE LOS ARTILLEROS;-;MORATALAZ;Caída;Lluvia débil;Ciclomotor;Conductor;DE 40 A 44 AÑOS;Mujer;06
2020S001652;18/01/2020;14:45;AVDA. MEMORIA;2;MONCLOA-ARAVACA;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;02
2020S001266;18/01/2020;14:40;CALL. SIERRA DE PALOMERAS / PLAZA. SIERRA AYLLON;-;VILLA DE VALLECAS;Atropello a persona;Lluvia débil;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S001266;18/01/2020;14:40;CALL. SIERRA DE PALOMERAS / PLAZA. SIERRA AYLLON;-;VILLA DE VALLECAS;Atropello a persona;Lluvia débil;Turismo;Peatón;MAYOR DE 74 AÑOS;Hombre;01
2020S001328;18/01/2020;14:25;CALL. JAIME EL CONQUISTADOR;34;ARGANZUELA;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S001254;18/01/2020;14:00;AVDA. MENENDEZ PELAYO;11;RETIRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Mujer;03
2020S001257;18/01/2020;14:00;CALL. EUTERPE / CALL. DEYANIRA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S001257;18/01/2020;14:00;CALL. EUTERPE / CALL. DEYANIRA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;01
2020S001324;18/01/2020;13:40;CALL. GENERAL ORAA;22;SALAMANCA;Choque contra obstáculo fijo;Nublado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;07
2020S001324;18/01/2020;13:40;CALL. GENERAL ORAA;22;SALAMANCA;Choque contra obstáculo fijo;Nublado;Turismo;Pasajero;DE 55 A 59 AÑOS;Hombre;14
2020S001325;18/01/2020;13:40;CALL. LAGUNA DALGA;12;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S001325;18/01/2020;13:40;CALL. LAGUNA DALGA;12;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S001325;18/01/2020;13:40;CALL. LAGUNA DALGA;12;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Turismo;Pasajero;DE 40 A 44 AÑOS;Hombre;07
2020S001330;18/01/2020;13:00;CALL. ANTONIO DE LEYVA;3;CARABANCHEL;Colisión lateral;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2020S001330;18/01/2020;13:00;CALL. ANTONIO DE LEYVA;3;CARABANCHEL;Colisión lateral;Lluvia débil;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S001349;18/01/2020;12:50;CALL. SERRANO;70;SALAMANCA;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Mujer;07
2020S001349;18/01/2020;12:50;CALL. SERRANO;70;SALAMANCA;Caída;Lluvia débil;Motocicleta hasta 125cc;Pasajero;DE 25 A 29 AÑOS;Hombre;14
2020S001350;18/01/2020;12:50;CALL. CONCEPCION JERONIMA;1;CENTRO;Alcance;Lluvia débil;Ciclo;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S001350;18/01/2020;12:50;CALL. CONCEPCION JERONIMA;1;CENTRO;Alcance;Lluvia débil;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S001332;18/01/2020;12:30;CALL. SINFONIA / CALL. POEMA SINFONICO;-;LATINA;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S001332;18/01/2020;12:30;CALL. SINFONIA / CALL. POEMA SINFONICO;-;LATINA;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2020S001478;18/01/2020;12:30;CTRA. CANILLAS;21;HORTALEZA;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S001478;18/01/2020;12:30;CTRA. CANILLAS;21;HORTALEZA;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DESCONOCIDA;Hombre;
2020S001478;18/01/2020;12:30;CTRA. CANILLAS;21;HORTALEZA;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S001251;18/01/2020;12:20;CALL. BRAVO MURILLO / CALL. ALMANSA;-;TETUÁN;Caída;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S001251;18/01/2020;12:20;CALL. BRAVO MURILLO / CALL. ALMANSA;-;TETUÁN;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S001345;18/01/2020;12:18;INTER. AEROPUERTO T-1, T-2, T-3, 0;-;BARAJAS;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2020S001358;18/01/2020;12:10;PASEO. FLORIDA;34;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;07
2020S001358;18/01/2020;12:10;PASEO. FLORIDA;34;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Pasajero;DE 40 A 44 AÑOS;Hombre;07
2020S001358;18/01/2020;12:10;PASEO. FLORIDA;34;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S001250;18/01/2020;12:01;CALL. REPUBLICA CHECA;1;SAN BLAS-CANILLEJAS;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Mujer;02
2020S002382;18/01/2020;11:20;AVDA. MEMORIA;4;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;
2020S002382;18/01/2020;11:20;AVDA. MEMORIA;4;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Pasajero;DE 55 A 59 AÑOS;Mujer;
2020S002382;18/01/2020;11:20;AVDA. MEMORIA;4;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2020S002382;18/01/2020;11:20;AVDA. MEMORIA;4;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;
2020S002382;18/01/2020;11:20;AVDA. MEMORIA;4;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;
2020S002382;18/01/2020;11:20;AVDA. MEMORIA;4;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S001427;18/01/2020;11:10;CALL. LOPEZ DE HOYOS / CALL. CARTAGENA;-;CHAMARTÍN;Caída;Despejado;Autobús;Conductor;DE 50 A 54 AÑOS;Hombre;14
2020S001427;18/01/2020;11:10;CALL. LOPEZ DE HOYOS / CALL. CARTAGENA;-;CHAMARTÍN;Caída;Despejado;Autobús;Peatón;DE 35 A 39 AÑOS;Mujer;14
2020S001427;18/01/2020;11:10;CALL. LOPEZ DE HOYOS / CALL. CARTAGENA;-;CHAMARTÍN;Caída;Despejado;Autobús;Pasajero;MAYOR DE 74 AÑOS;Mujer;01
2020S001245;18/01/2020;11:00;CALL. SILVANO / CALL. LAS PEDROÑERAS;-;HORTALEZA;Alcance;;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2020S001245;18/01/2020;11:00;CALL. SILVANO / CALL. LAS PEDROÑERAS;-;HORTALEZA;Alcance;;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14
2020S001245;18/01/2020;11:00;CALL. SILVANO / CALL. LAS PEDROÑERAS;-;HORTALEZA;Alcance;;Turismo;Pasajero;DE 10 A 14 AÑOS;Hombre;
2020S001245;18/01/2020;11:00;CALL. SILVANO / CALL. LAS PEDROÑERAS;-;HORTALEZA;Alcance;;Turismo;Pasajero;DE 6 A 9 AÑOS;Mujer;
2020S001248;18/01/2020;10:55;CALL. SERRANO;106;SALAMANCA;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S001243;18/01/2020;10:40;CALL. LUNA;32;CENTRO;Choque contra obstáculo fijo;;Furgoneta;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S001240;18/01/2020;10:35;AVDA. VALLADOLID;71;MONCLOA-ARAVACA;Caída;Lluvia débil;Bicicleta;Conductor;DE 15 A 17 AÑOS;Mujer;02
2020S003809;18/01/2020;10:20;CALL. AÑASTRO;66;HORTALEZA;Colisión lateral;Despejado;;Conductor;DESCONOCIDA;;
2020S003809;18/01/2020;10:20;CALL. AÑASTRO;66;HORTALEZA;Colisión lateral;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Mujer;
2020S003809;18/01/2020;10:20;CALL. AÑASTRO;66;HORTALEZA;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S001244;18/01/2020;10:15;CALLE GARCIA MOLINAS CON CALLE GRAN VIA;-;CENTRO;Caída;Lluvia débil;Ciclomotor;Conductor;DE 25 A 29 AÑOS;Hombre;01
